,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
393,Yogesh,Nice I phone,5,12,6,2021,1,0,Good Cell PhoneWorks very wellSmooth excellent WorkingExcellent CameraExcellent face recognitionLight weightBattery is ok okDelivered on time
394,Kamaraj,Loved it,5,12,3,2022,1,0,"Perfect iphone for anyone. Power and look. Man, this feels good.Best phone ever.Battery for 12 hours guaranteed.Screen, touch, face recognition... everything feel beautiful and awesome."
395,sananda saha,Bad camera,3,21,2,2021,1,0,"I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace  still not happy. Oneplus is just the best. Period."
396,Supratim,A phone beyound words...,5,10,6,2021,1,1,Nothing much to say about an iPhone 12. Its brilliant and my all-time favorite.
397,Varun Chaudhary,Afterall it's iPhone.,5,24,8,2021,1,1,"Good phone, but I still like Android."
398,HemlataS,Bahoot sahi hai,5,26,6,2021,1,1,2 saal ki pocket money se liya hai phone. Bura kuch ho hi nhi sakta hai. 😀😀😀
399,Abhijit Srivastava,Nice product.,4,13,2,2022,1,0,Hood product but finger print sensor is missing that is huge mistake by apple.
400,Ambuj Mishra,Awesome device!!!!,5,10,2,2021,1,0,As usual a fabulous product of Apple and it just performs well and mind blowing. It is so smooth an best part is it is very light compare to previous models. Design wise awesome and it fits perfectly in hand. Camera is superb as always. Great and fast performance.  I am loving it. Go for it😄😄
401,Rishi Wadhawan,Magnificent 👍,5,21,1,2022,1,1,MasterpieceBought for 61K after applicable offers
402,iXist,Great phone,5,9,1,2021,1,1,"Impeccable phone from apple, upgraded from iPhone 7. Battery could have been a little longer though"
403,Meena Cherla,Liked the product met the expectations,5,25,2,2022,1,0,Like color photography with the camera are good.value for money
404,Ravi,Highly satisfied,5,2,3,2022,1,0,I have been using iPhone since 2014 and this is my 4th one and every time it amazes with its improved versions. iPhone is 12 is a master pice.
405,akash regar,Best mobile for photography,5,1,2,2022,1,2,Best deal awesome camera 📸 qualityFace id is really good best in class oled display build quality also good thank to Amazon
406,wasiq Pathan,Massive,5,14,3,2022,1,3,
407,RC,Beast!,4,19,7,2021,1,0,"This phone is. A beast. I recently bought this transferred from my old iPhone 7. The battery, XDR screen and the camera make for an amazing upgrade!!"
408,JIthin V S,Is it a genuine iphone12,1,30,7,2021,1,3,I dont get the picture quality expected. Photos are of low quality. I'm afraid it is genuine iphone
409,Rashmi Mathur,Best best deal,5,25,1,2022,1,0,The phone is awesome and the deal is simply superb. Loving it
410,Rafay Khan,Phone heats,2,25,3,2021,1,0,The phone heats very much when in use and also when charging. Got replaced one time but still the same problem happened
411,pranab s.,Screen and siri,4,9,3,2022,1,2,In single word awesomeness
412,Susy mathew,Well it’s a pointless upgrade. The Bluetooth dose not work.. it’s keeps dropping on every call..,1,24,9,2021,1,0,Well it’s a pointless upgrade. The Bluetooth dose not work.. it’s keeps dropping on every call.. would suggest not to by apple anymore as they are just using their name. Honestly this is 7th iPhone and I guess it’s only gotten worse.. don’t get carried away..
413,Poonam,Great phone,5,15,11,2020,1,2,Great phone. The battery improves after a few cycles
414,DEBU,Just one word Perfect,5,26,2,2022,1,1,Best phone i ever used.
415,Rajat Mittal 1986,Truly Apple!,5,15,3,2021,1,0,First of all the look and feel of this phone is absolutely amazing...this is such a welcoming change after using an android phone for about 18 months...although a higher refresh would have been nicer but with this gorgeous screen you don’t really miss it...all in all a great phone !!
416,Sumit Shey,hehehehe,5,20,11,2020,1,2,"got it on my birthday, Thanks Jejus :D"
417,Gireesh Nasina,FaceID is fabulous,4,3,3,2022,1,0,"The media could not be loaded.
                



 Good packaging and received genuine product,As of now faceID is working fabulous.Battery life so far normal.IOS 15 update is available"
418,sagar hiremath,Supeeerb,5,21,1,2022,1,0,Have been using since 15 days its different experience altogether as shifted from android to  ios. Battery life is superb 8 to 9 hrs of screen on time. Just go for it.
419,Sonam arora,Best Best Best,5,20,1,2021,1,1,"The media could not be loaded.
                



 Thankyou Amazon❤️❤️❤️❤️❤️Such a beautiful phone it is.I'm in love with this blue colourLove you🥺"
420,Adesh Chauhan,Mind blowing Apple I phone 12,5,18,5,2021,1,1,It is my first Apple Phone and simply I am loving it from the moment I have it on my hand. The picture quality on screen is so cool that it is very soothing experience to my eyes. Perfect buy for me.
421,Hasrat wahab,Good,5,22,12,2020,1,1,"Product is genuine, appario is best retailer.prime delvry ,received before due date.all packing etc is well."
422,Neeraj Roy,Waste of money,1,11,2,2022,1,0,"Battery drain fast, heating problem and camera quility is bad , network issue and most important return option is not available and amazon support is bad. Dont waste you hard earn money on this product ."
423,Abhijit K.,Reliable & smooth phone 🙂,4,31,7,2021,1,0,"Very good and reliable phoneCamera is good , smooth and battery is okOverall a good and user friendly phone."
424,Vishnu,Battery problem within 2 weeks of buying,1,2,9,2021,1,1,Got a battery problem and an alert from Apple itself that it cannot verify if the battery is genuine. Did not expect this within 2 weeks of buying.
425,Mani (Varun Idiot),I love apple brand only..,5,7,4,2021,1,1,Vera lavel eruku friends...
426,avinash chandra,Superb,5,20,1,2021,1,1,Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone
427,Ramgopal Gannamani,Beast in multitasking,5,8,2,2021,1,0,Firstly i would like to thank Amazon for a safer and faster delivery.Red looks so awesome
428,Joginder Nath,I am happy with my new iphone,5,15,7,2021,1,0,"iPhone 12 is really versatile mobile phone, for my business and social media, scanning and nice in size."
429,Dev Ramnathan,Very powerful device but battery life sucks,3,8,5,2021,1,0,If you're someone who is a heavy user then it sucks. Even for a new device you have to charge it twice a day. Camera is pretty good. Considering the current pandemic and face mask situation. Hoping apple would come up with a fingerprint authentication for the upcoming models
430,Ranjeet,Very disappointed about finger prints 🥺,3,5,1,2021,1,3,My first iPhone..... I m not satisfied with 12
431,Madhukar,A very good possession.,5,4,2,2022,1,1,Battery life is moderate. Face recognition is superb.
432,Anuj raj,Best cameras iphone 12,5,14,3,2022,1,1,Very good product's I am totally satisfied this range of iphone 12 camera are so awesome most of the features are very smooth open I love it and thanks to amazon for fast deliveryI really Apriciated this products
433,Sandeep pandey,Nice,5,16,7,2021,1,3,Good phone
434,Narasimha.mekala,Not Good mobile,3,16,4,2021,1,0,Sound quality Excellent battery life excellent.pathetic picture quality not good mobile videos watching picture very bad camera picture is not good colours not accurate
435,Venkadesh P,Best iPhone,5,13,11,2020,1,0,Awesome photo and video quality.Performance is the top notch.as usual awesome iOS.
436,Pranay sharma,Face ID doesn't work,1,17,8,2021,1,1,Face ID doesn't work and Amazon is not ready to exchange the device.
437,yellamelli vijaya prasad,Great phone,4,15,8,2021,1,0,"Very good phone.I upgraded my mobile iPhone XR with iPhone 12.Very thin design and light weight ,compared to my old iPhone XR.Amazon is delivered this product early before the promised delivery date."
438,Karthik Periasamy,Good Phone,5,14,8,2021,1,1,Good upgrade for me... Works charm
439,Stephen Dhilip Sundar R,"Excellent camera, performance and quality",5,3,6,2021,1,0,"Been using apple for the past 10 years. Quality top Notch.Best camera u shall ever have on an mobile phone.I am giving five stars for the product, amazon delivery. Completely satisfied with the product.Worth every penny u spend"
440,Sanka,"Looks better in Black color instead of Blue, overall its fine and sturdy",4,19,1,2022,1,0,"The device has fallen from me various times but thanks to the sturdiness, the device is fine till now. Camera is good but 64GB is not sufficient these days."
441,Sourabh Sharma,Really Amazing  Phone,5,15,3,2021,1,0,"This is my first iPhone, before it I used One Plus 7T. Believe me iPhone 12 is just amazing device. Everything is perfect, no complaints for anything. Display, design, camera, battery all are amazing. Im really happy for my iPhone 12. Superb Phone 👌🏼👌🏼👌🏼😍😍😍"
442,rahul ray,Amazing,5,9,3,2022,1,0,Gave as a birthday gift to my gf …. Simply amazing… she just loved it
443,Balaji,"Ringtone sound decreases after 2,3 seconds. Is it normal?",5,27,11,2020,1,0,"Product is good. And in the phone when you get call the ringtone sound initially very high after 2,3 seconds the ringtone sound will decreases in my phone, is this normal in iPhone 12 or my phone is fault piece. Please anybody clarify my doubt. Thanks in advance"
444,Ganesh,Good phone but batter not so great,5,19,1,2022,1,0,"Good phone, good display but lacks the battery"
